"SessionID","Configuration Name","Observer","DeviceID","Session Start Time","Session End Time","DateTime","Date","Time","Year","Month","Hour","Project Animals","Duration","Grid Size","Image Size","Notes","Channel Type","Focal Name","Frame Number","Interval Channel 1 Name","Interval Channel 1 Value","Interval Channel 1 Social Modifier","Interval Channel 2 Name","Interval Channel 2 Value"
74,"Animal","Fluff","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-03-01 15:12:08","","2018-03-01 15:13:09","2018-03-01","15:13:09",2018,3,15,"Jaws,Azure,Leroy,Ollie",15,NA,"600x600","","Interval","Jaws",1,"","","","Inactive","Other"
74,"Animal","Fluff","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-03-01 15:12:08","","2018-03-01 15:14:09","2018-03-01","15:14:09",2018,3,15,"Jaws,Azure,Leroy,Ollie",15,NA,"600x600","","Interval","Jaws",2,"","","","Inactive","Other"
74,"Animal","Fluff","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-03-01 15:12:08","","2018-03-01 15:14:09","2018-03-01","15:14:09",2018,3,15,"Jaws,Azure,Leroy,Ollie",15,NA,"600x600","","Interval","Strike",2,"","","","Inactive","Other"
74,"Animal","Fluff","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-03-01 15:12:08","","2018-03-01 15:15:09","2018-03-01","15:15:09",2018,3,15,"Jaws,Azure,Leroy,Ollie",15,NA,"600x600","","Interval","Jaws",3,"","","","Inactive","Resting"
74,"Animal","Fluff","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-03-01 15:12:08","","2018-03-01 15:15:09","2018-03-01","15:15:09",2018,3,15,"Jaws,Azure,Leroy,Ollie",15,NA,"600x600","","Interval","Strike",3,"","","","Inactive","Other"
74,"Animal","Fluff","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-03-01 15:12:08","","2018-03-01 15:16:09","2018-03-01","15:16:09",2018,3,15,"Jaws,Azure,Leroy,Ollie",15,NA,"600x600","","Interval","Jaws",4,"","","","Inactive","Other"
74,"Animal","Fluff","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-03-01 15:12:08","","2018-03-01 15:16:09","2018-03-01","15:16:09",2018,3,15,"Jaws,Azure,Leroy,Ollie",15,NA,"600x600","","Interval","Strike",4,"","","","Inactive","Other"
74,"Animal","Fluff","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-03-01 15:12:08","","2018-03-01 15:17:09","2018-03-01","15:17:09",2018,3,15,"Jaws,Azure,Leroy,Ollie",15,NA,"600x600","","Interval","Jaws",5,"","","","Inactive","Other"
74,"Animal","Fluff","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-03-01 15:12:08","","2018-03-01 15:17:09","2018-03-01","15:17:09",2018,3,15,"Jaws,Azure,Leroy,Ollie",15,NA,"600x600","","Interval","Strike",5,"","","","Inactive","Other"
74,"Animal","Fluff","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-03-01 15:12:08","","2018-03-01 15:18:09","2018-03-01","15:18:09",2018,3,15,"Jaws,Azure,Leroy,Ollie",15,NA,"600x600","","Interval","Jaws",6,"Active","Running","","",""
