"SessionID","Configuration Name","Observer","DeviceID","Session Start Time","Session End Time","DateTime","Date","Time","Year","Month","Hour","Project Animals","Duration","Grid Size","Image Size","Notes","Channel Type","Focal Name","Frame Number","Interval Channel 1 Name","Interval Channel 1 Value","Interval Channel 2 Name","Interval Channel 2 Value","Interval Channel 3 Name","Interval Channel 3 Value","Interval Channel 3 Social Modifier","Interval Channel 4 Name","Interval Channel 4 Value","Interval Channel 4 Social Modifier","Interval Channel 5 Name","Interval Channel 5 Value","Interval Channel 6 Name","Interval Channel 6 Value","Interval Channel 7 Name","Interval Channel 7 Value","Interval Channel 8 Name","Interval Channel 8 Value","Interval Channel 9 Name","Interval Channel 9 Value","Interval Channel 10 Name","Interval Channel 10 Value"
29,"Animal","Nova","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 14:46:20","","2017-12-08 14:47:24","2017-12-08","14:47:24",2017,12,14,"Dolly,Jaws",15,NA,"600x600","","Interval","Jaws",1,"","","","","Social","Vocalization","","","","","","","","","","","","","","","",""
29,"Animal","Nova","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 14:46:20","","2017-12-08 14:48:24","2017-12-08","14:48:24",2017,12,14,"Dolly,Jaws",15,NA,"600x600","","Interval","Dolly",2,"","","Locomotion","Walk","","","","","","","","","","","","","","","","","",""
29,"Animal","Nova","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 14:46:20","","2017-12-08 14:49:24","2017-12-08","14:49:24",2017,12,14,"Dolly,Jaws",15,NA,"600x600","","Interval","Jaws",3,"","","","","Social","Vocalization","","","","","","","","","","","","","","","",""
29,"Animal","Nova","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 14:46:20","","","","",NA,NA,NA,"Dolly,Jaws",15,NA,"600x600","","Interval","Dolly",4,"","","","","","","","","","","","","","","","","","","","","",""
29,"Animal","Nova","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 14:46:20","","","","",NA,NA,NA,"Dolly,Jaws",15,NA,"600x600","","Interval","Jaws",4,"","","","","","","","","","","","","","","","","","","","","",""
29,"Animal","Nova","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 14:46:20","","2017-12-08 14:52:24","2017-12-08","14:52:24",2017,12,14,"Dolly,Jaws",15,NA,"600x600","","Interval","Dolly",6,"","","","","Social","Vocalization","","","","","","","","","","","","","","","",""
29,"Animal","Nova","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 14:46:20","","2017-12-08 14:52:24","2017-12-08","14:52:24",2017,12,14,"Dolly,Jaws",15,NA,"600x600","","Interval","Jaws",6,"","","","","Social","Vocalization","","","","","","","","","","","","","","","",""
29,"Animal","Nova","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 14:46:20","","","","",NA,NA,NA,"Dolly,Jaws",15,NA,"600x600","","Interval","Dolly",7,"","","","","","","","","","","","","","","","","","","","","",""
29,"Animal","Nova","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 14:46:20","","","","",NA,NA,NA,"Dolly,Jaws",15,NA,"600x600","","Interval","Jaws",7,"","","","","","","","","","","","","","","","","","","","","",""
29,"Animal","Nova","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 14:46:20","","","","",NA,NA,NA,"Dolly,Jaws",15,NA,"600x600","","Interval","Dolly",9,"","","","","","","","","","","","","","","","","","","","","",""
